Network,Node,Degree,BiBC
4217,GTT-AUC,15,29.258051760760754
5391,OTU_182712,17,33.36194169177917
7182,OTU_191274,19,26.453010430315356
5840,OTU_266946,15,25.26417395298201
5263,OTU_445144,18,47.976285276757544
5091,fasting glucose from HOMA serum,23,60.82573102934103
4394,fasting glucose from GTT,22,37.59104720917347
2710,OTU_261590,18,33.57536327038839
6923,OTU_349246,17,46.024902714095475
5966,OTU_324888,18,34.48404713302722
6742,OTU_203713,20,28.936772673509637
4191,OTU_262104,17,34.60412975688495
5964,OTU_324013,18,32.62167872976699
6646,OTU_264155,19,55.31285939403783
5087,OTU_349246,14,35.22242006854589
6444,OTU_129394,13,37.12576500297093
5904,OTU_1902400,19,36.42586834782455
4963,OTU_1129461,17,28.71160768724476
5801,OTU_262104,18,53.00337375540069
6526,OTU_631764,20,44.55945374428351
2756,OTU_259506,13,21.87463737952869
7462,OTU_187233,14,33.67435865633128
6322,OTU_170950,16,35.097196099491754
5623,OTU_1902400,15,29.3108718564904
6503,OTU_265011,15,39.33146069702575
4776,fasting glucose from HOMA serum,17,29.100472115603704
3716,OTU_191067,15,30.6630984324443
3615,fasting glucose from HOMA serum,16,28.145697598568127
3214,OTU_191811,16,31.84374961600446
7123,OTU_129394,13,28.354786517743705
6206,OTU_324888,15,38.37997615088882
6131,OTU_309916,12,24.059422884477062
5094,OTU_259993,20,27.343897714013675
5092,OTU_176154,17,33.411112304743035
2932,OTU_324888,17,29.2491448205205
3776,OTU_188225,19,33.36698820941452
3792,OTU_549756,18,29.526194041633875
3816,OTU_185177,16,36.340149483299655
3379,HOMA-IR,22,43.40065286824279
3616,OTU_262104,18,30.44278272467129
6049,OTU_266946,17,44.415252653237154
6743,OTU_187233,15,44.27478512772635
3550,OTU_259506,14,25.665731649671283
5568,OTU_182764,21,46.546260124950074
7085,OTU_191274,17,33.212843274529575
4999,OTU_264225,17,38.610151054458264
4119,OTU_191616,21,42.249117914249595
5447,OTU_264734,14,32.79556476076534
4819,OTU_460611,14,36.857582037845226
3694,OTU_320249,15,30.770705141334933
3319,OTU_193064,17,35.31096660232348
5740,OTU_170950,16,30.509199963263427
7581,OTU_309916,17,93.34443798032055
6845,OTU_188225,18,39.003829833102024
5669,OTU_349246,17,50.71465885815239
3033,OTU_259993,15,28.463823106717854
6301,OTU_179703,13,27.32050896815602
6343,HOMA-IR,17,32.614563536551685
6721,OTU_188225,16,36.53441617467803
3254,OTU_445144,15,33.244519577143436
4759,OTU_261132,18,30.426531914915575
6207,OTU_269037,17,31.73159104401231
5831,OTU_261132,24,33.327541498562155
7502,OTU_272889,16,23.525839899283522
3918,OTU_229452,16,29.908911683880078
4911,OTU_264734,16,27.29639545573556
6362,OTU_272889,15,30.83597162641281
6525,OTU_261142,15,31.688012959729903
5099,OTU_198209,19,45.00333438061773
3053,OTU_193672,21,29.06704736864747
6181,OTU_198194,19,27.21204358936557
2678,OTU_268063,18,31.43092427382503
6302,OTU_179703,19,37.95413199534432
4234,OTU_191616,16,30.676352054888884
7260,OTU_4448052,16,30.732235865307285
5811,OTU_196191,17,51.91503299074519
4177,OTU_4468805,16,30.65934761918507
6441,OTU_194151,17,28.397007959360895
3832,OTU_188225,14,26.72591815133611
2793,OTU_272758,19,32.992464202893814
4232,OTU_166911,14,37.49717410922491
5088,OTU_185222,18,30.514489295795677
6827,OTU_176154,21,52.0174044136746
6321,fasting leptin,14,28.141980117692185
6609,OTU_191067,14,31.721332692748092
5272,OTU_288680,16,30.633729665724214
5706,OTU_198209,16,44.7952214665131
4654,OTU_4448052,21,40.94630214521866
5634,OTU_185222,16,28.18755297207243
6113,OTU_261590,21,33.55318384473563
4812,OTU_344703,21,29.540520964243886
7463,OTU_269037,18,27.946269821397703
4259,OTU_265011,16,32.30883304992373
7461,OTU_460611,17,36.51251890929003
5544,OTU_268492,16,29.1501589618759
3794,OTU_539647,18,33.42602803113646
7187,OTU_174320,18,44.54063388881504
3218,OTU_265011,17,46.61474993444819
5341,OTU_331013,15,24.051067598552127
6607,OTU_272758,18,30.495150325738692
2959,OTU_188225,13,35.47987431958022
5124,OTU_4448052,20,33.94151502951818
5629,OTU_320249,13,27.478321247198284
4399,120min glucose,23,38.9506543672448
6289,OTU_297143,16,36.39469713120657
7325,OTU_187233,15,29.16730281815422
7186,OTU_180362,17,34.07727839547854
2669,OTU_273737,14,28.10369081664454
6349,OTU_198194,21,60.76033459256988
4998,OTU_259993,22,29.17414070105263
6389,OTU_268063,17,29.76093316735464
5448,OTU_176154,15,32.75727769775807
7321,OTU_191616,12,22.30348315899787
5869,OTU_206324,17,28.800979184326554
7040,OTU_344703,15,30.47241519641575
2755,OTU_196191,21,40.87562440098752
6846,OTU_191274,17,31.456354660355874
5148,GTT-AUC,18,50.23070664715406
7326,OTU_272758,14,25.490694840075648
5411,OTU_197099,14,27.43777113409464
5528,OTU_176154,19,41.470338111321105
2677,OTU_261132,13,23.924301503649332
4575,Body weight,18,30.169606249256955
6943,OTU_272889,19,30.58620549557081
6682,OTU_261142,18,33.39442838685673
5217,OTU_187962,16,34.49189736909422
5093,OTU_344703,17,33.438407112423135
2734,OTU_203713,21,55.7910764795082
6563,OTU_297143,18,30.546054462268984
5168,OTU_549756,15,33.48524749076472
7402,OTU_264225,18,38.84978867866534
4239,OTU_261590,20,49.08950766725541
5630,OTU_445144,20,38.855011646233606
2898,OTU_346804,20,50.80044654777639
2777,OTU_261142,18,32.652119252698114
6683,OTU_268492,15,27.640551112973714
4729,OTU_4345268,17,31.15484792286281
2853,OTU_268063,14,22.341217382027814
3295,OTU_1995182,15,28.577030952426885
6031,OTU_185222,18,29.3117068086936
6621,OTU_230268,16,27.999400644972077
5117,OTU_1995182,17,30.288135166347228
4576,OTU_259993,15,28.292842120525876
4713,OTU_266946,14,33.31137013767995
6202,OTU_261132,18,37.05836856632021
5940,fasting glucose from GTT,15,21.70521833239224
6270,OTU_288680,18,48.2279241037974
2834,fasting glucose from HOMA serum,15,24.25295966025528
4993,Body weight,12,31.76201675259722
6628,OTU_180362,16,29.22701830333409
2974,OTU_297143,15,26.996713163483587
5423,OTU_324013,19,26.350198013201126
5331,OTU_170950,16,36.33246919832835
5231,OTU_179703,23,32.784492209143956
6124,OTU_188225,18,42.5562078657348
5826,OTU_230268,17,40.82166798958359
5761,OTU_191274,15,32.007055669934914
5039,OTU_193672,15,35.12306269495899
5883,OTU_266946,16,34.35139538566012
6286,OTU_4468805,17,36.439205161385146
5023,OTU_194151,19,38.93992077925517
6561,OTU_297143,17,30.13591693659537
6272,OTU_230268,20,34.290930569258755
3738,Body weight,18,29.348044744213468
4768,OTU_180362,16,47.85191911201981
6246,OTU_270200,23,39.45499631438996
6880,OTU_272758,18,40.051949772981075
2757,OTU_445144,19,37.261291174855444
2955,OTU_261016,20,44.782978025238684
5635,OTU_270200,23,59.75642705779733
4216,OTU_229452,16,25.70113173058825
5662,OTU_4468805,14,43.31556600402511
5469,OTU_268063,14,26.625394660192416
3976,OTU_188225,15,29.197568706663123
6271,OTU_460611,12,28.055710046336298
6969,OTU_4468805,24,40.69124591164912
3056,OTU_193064,14,29.821329471182402
5013,OTU_272758,18,36.65347645478318
6249,OTU_129394,16,30.032968801550375
6222,OTU_272092,16,31.148795797463173
2832,OTU_266946,13,27.368664211194492
4867,OTU_460611,20,33.173397364407386
6668,OTU_261016,13,25.043594995762195
4953,OTU_269037,18,27.118556975360367
5353,OTU_264225,11,25.970599452408912
4778,120min glucose,20,35.620297282163435
5769,OTU_273737,16,38.45051122629275
3819,OTU_269037,18,34.352291765084225
5500,OTU_264846,12,31.923284208874165
4719,OTU_191067,12,37.297162374662406
4337,OTU_185177,16,28.22831691442372
6129,fasting insulin,18,29.517593981525877
3938,OTU_129394,19,38.76191505955946
5154,fasting glucose from HOMA serum,18,30.106346285293633
5102,OTU_297143,18,31.962529850610345
5963,OTU_187233,19,33.14020620556663
6323,OTU_179703,20,38.713580732905406
3594,OTU_185177,17,38.50312303719324
3717,OTU_193064,18,33.19861043329177
2917,fasting leptin,21,40.2153864122821
2674,OTU_203713,15,25.168398639643765
6366,OTU_262104,19,29.505459757862592
6725,OTU_188225,24,32.17276314444745
5633,OTU_198209,18,34.67161551311584
4928,OTU_344703,14,37.272192416000486
5480,OTU_344703,14,30.796833952118988
6384,OTU_198209,20,43.145297339063355
5643,OTU_174320,19,41.9026517938098
3190,OTU_187233,18,42.77100107905742
5291,OTU_206324,17,33.06047141681651
5701,OTU_4468805,18,29.923089745503546
5038,OTU_1995182,18,26.672727292252087
7124,OTU_270200,19,38.04050321827107
6033,OTU_1902400,19,50.88759101055565
6709,OTU_180362,17,34.28970501635072
5951,HOMA-IR,21,26.65853969731679
5866,OTU_344703,20,33.943613730610636
6502,OTU_197099,19,38.41745671701562
3639,OTU_272092,15,34.2961993845508
6309,OTU_331013,20,27.145294788481284
5640,fasting insulin,16,42.01363066869873
4947,OTU_272092,15,41.607200148492744
5674,OTU_230268,17,43.66601063802442
5257,OTU_269037,18,31.95494200094785
5417,OTU_539647,17,31.982504362558274
7560,OTU_203713,18,38.08778079342695
6409,OTU_179703,19,35.80562975024211
5141,OTU_193672,18,27.13253294420371
5352,OTU_320249,20,49.91012990042382
5670,OTU_174320,19,29.5977812386567
5347,OTU_176154,14,25.806190149719534
7500,OTU_264846,17,32.85526991786105
2788,OTU_266946,16,32.77097445044933
5471,OTU_269037,15,39.57076948466203
5893,OTU_4448052,13,39.777589236528904
6385,120min glucose,14,47.048630389791434
5126,OTU_203713,17,34.08351561984663
7120,fasting insulin,13,26.257784101863038
6442,OTU_631764,17,25.942655775846372
5116,OTU_549756,16,29.848037225161704
7080,OTU_539647,19,29.543603360863422
5269,OTU_197099,17,39.85941741928125
2879,OTU_460611,17,25.888938788698184
6505,OTU_185177,18,39.94185472721634
5426,OTU_344703,15,29.704849322765604
5268,OTU_193672,17,36.124833924031996
5802,OTU_194151,15,34.5153672093301
7444,OTU_191067,22,31.32096875258474
4875,OTU_229452,18,31.259139835190123
5115,fasting leptin,17,38.98229531476443
2570,OTU_191811,17,35.38762116077118
5449,OTU_170950,22,28.346758313884532
6508,OTU_198194,15,30.286074954457284
7306,OTU_346804,15,32.555790991003704
3297,OTU_259506,18,36.29940830135004
5183,OTU_182712,12,30.926681554313127
5427,OTU_268492,19,34.974878598530324
5570,HOMA-IR,14,27.47824472961266
5862,OTU_196191,18,26.38741770473833
5068,OTU_198209,15,32.478753626647375
5485,OTU_230268,19,32.597209932634335
5868,OTU_264846,16,33.060210898206286
6007,OTU_230268,17,35.27662619028721
6840,OTU_259506,19,51.6564646138176
6221,OTU_191616,15,32.27294300556687
6660,OTU_266946,18,39.911569326574416
6565,OTU_259993,21,33.76400397379455
6624,GTT-AUC,14,36.89291102935912
7125,HOMA-IR,18,40.29693716528901
6822,OTU_187962,18,30.714565357791248
5202,OTU_197099,14,33.34248366707977
5156,OTU_182764,18,37.656304998414676
3779,OTU_198194,17,32.35940325369185
6361,OTU_194151,15,29.37547434767115
3912,OTU_324013,17,36.871240769296406
3055,OTU_261142,21,30.473362516812312
6310,OTU_269037,17,33.40742109440792
5149,OTU_264155,15,27.88141321097203
6606,OTU_264155,16,33.91969934221415
3835,120min glucose,16,30.648132620733236
5165,120min glucose,21,41.67798258504783
4112,OTU_191067,14,34.36238200504423
3139,OTU_264225,19,35.686033283022496
6220,OTU_349246,17,26.68959498772865
4650,OTU_261142,16,30.629402899601097
5641,OTU_324888,19,33.220163883096276
7081,OTU_191067,17,36.782745463856486
2938,OTU_191616,20,32.79453230041971
2933,OTU_1902400,15,34.249233926014924
6392,OTU_266946,18,31.5010988474964
2698,OTU_272758,18,34.25829410776579
6629,OTU_1902400,19,27.895525902546044
7465,fasting glucose from HOMA serum,16,35.160900386163526
4134,OTU_1129461,14,22.254642423852943
6406,OTU_266946,16,27.996509377275657
6411,OTU_193064,17,32.0703453394523
6308,OTU_191616,16,32.87655357116524
5167,OTU_180362,20,43.97370630563634
5943,OTU_187233,14,28.541852796612865
5953,OTU_166911,19,30.758025377777017
5536,OTU_264846,19,35.660812045639304
3015,OTU_4345268,23,28.94229365215233
5628,OTU_166911,19,32.659553192765294
7504,OTU_270200,16,36.95266235017586
6592,OTU_197099,16,30.427539573242896
4193,OTU_193672,14,31.200989127997495
7163,OTU_193672,18,36.248225016297816
5199,OTU_187962,16,36.479047423551066
3118,OTU_344703,17,32.39218609141716
5785,OTU_193064,15,31.47149086984865
4174,OTU_185177,17,25.08375393314652
6924,OTU_170950,16,33.83304590904974
6154,OTU_261142,17,30.565874876757235
4334,Body weight,16,29.624495141170687
5822,OTU_261142,14,28.111107010917248
7145,OTU_198209,18,28.894222396783306
5846,OTU_230268,15,40.68415573485913
6485,OTU_539647,19,39.24502125310721
3219,OTU_129394,15,33.131579739203616
4915,OTU_1129461,13,27.281223351811587
5026,OTU_549756,16,31.923311902945777
5354,OTU_1129461,19,36.6393603236289
6168,OTU_229452,14,28.1337648806302
5631,OTU_264734,19,29.367748084186083
5763,120min glucose,19,44.30439181811389
5667,OTU_264846,20,28.238028967114317
5047,fasting glucose from HOMA serum,16,28.684294970408505
5337,OTU_196191,13,32.40207399168662
5356,OTU_265011,17,28.484772728841595
6032,OTU_261132,17,30.50162749878559
3359,OTU_272889,23,37.64596801117701
5275,OTU_174320,19,33.507632393655825
7241,OTU_549756,22,61.71410153866663
6155,OTU_4448052,20,45.56680289584664
5232,OTU_129394,17,29.64950314675379
6215,OTU_324013,17,26.746665559672522
5071,OTU_4345268,18,34.44768432633757
6368,OTU_272092,12,24.70797259414132
5332,OTU_1902400,19,24.92587648401018
5770,OTU_549756,17,51.225037545462676
5463,OTU_309916,18,36.632848906806565
6243,OTU_297143,19,42.660980074781925
2619,OTU_324013,17,32.43811752257407
5184,OTU_264734,16,32.94866011300088
4254,OTU_273737,19,35.5549216865007
5988,OTU_182764,18,36.88075864369849
7563,OTU_129394,15,29.7189736446231
6088,OTU_324888,18,51.31048088621635
6263,OTU_185222,20,54.76560662276617
4939,OTU_174320,19,34.35073460095843
5415,OTU_272889,18,33.918663339111255
5942,OTU_193672,18,31.799180823202573
4192,OTU_176154,18,34.143755627919056
6363,OTU_176154,16,27.448033373575182
5946,fasting leptin,17,32.71120942424117
5090,OTU_268492,23,43.83717943057252
2691,OTU_230268,22,43.374618425352104
6084,OTU_174320,17,28.161255419698627
3337,OTU_297143,17,31.873489839905204
5627,OTU_262104,18,24.356846461645226
6203,OTU_297143,17,32.258525559974565
7160,OTU_272758,17,30.92879481980606
6130,OTU_191616,20,53.394776508671846
6804,OTU_179703,15,22.542619275737817
5457,OTU_1995182,19,27.944841378540396
7100,OTU_272889,15,39.4476661623401
3677,OTU_297143,12,24.2317137032812
6586,OTU_1995182,23,35.50851118897259
6800,OTU_269037,13,40.139944507110954
7280,OTU_198209,20,56.64321435902721
6383,OTU_349246,14,33.86178957444943
5278,HOMA-IR,14,23.867281210809942
5201,OTU_460611,17,42.09054447149226
5875,OTU_182764,14,30.063308215916255
5684,OTU_549756,18,30.35153868648216
6571,fasting leptin,21,33.11662841865922
5613,OTU_266946,22,56.18415479829366
4997,OTU_191067,16,38.321213929502434
5563,OTU_346804,17,29.30466864277943
5775,OTU_539647,16,38.23906452594539
5780,OTU_129394,17,37.75258241056128
4856,OTU_191616,17,49.4383402439208
4251,OTU_269037,21,33.603996347276045
5127,OTU_259993,15,33.034988776472815
5845,OTU_264225,16,25.71630868844492
5860,OTU_270200,18,47.56851622749467
5103,OTU_1129461,17,34.812918094443695
7300,OTU_191274,14,27.00162879869267
5357,OTU_264155,15,29.37643040440468
6386,OTU_134762,14,24.36262548511
7283,OTU_174320,20,43.78847694903432
5632,OTU_1995182,16,29.678852059570517
6860,OTU_309916,17,40.047577488444425
5145,OTU_230268,22,38.84745087027502
7200,OTU_266946,20,38.606732683959265
4235,fasting glucose from HOMA serum,19,27.238820291563787
7501,OTU_134762,17,27.91551873049554
2779,OTU_206324,18,36.830616549013385
6547,OTU_198209,18,43.54441210538995
5668,OTU_193064,19,34.96923485696541
5884,OTU_266946,17,28.533732667214625
6812,OTU_549756,12,35.15075067564163
5169,OTU_445144,15,40.26741481922102
2571,OTU_197099,21,31.694176333679643
3619,OTU_297143,19,30.47522481011932
6412,OTU_309916,16,28.833242779117068
3975,OTU_203713,19,44.52647296363723
4377,OTU_324013,19,39.70336962744867
5412,OTU_193064,16,29.862165834884955
4739,OTU_193672,16,28.144396172470802
3519,OTU_445144,21,39.620925788714366
4857,OTU_288680,17,29.7061545694752
5240,OTU_229452,18,29.249189179413627
7004,OTU_4345268,22,59.72227380781203
4931,OTU_185222,17,27.06384643764674
6326,OTU_206324,17,37.579084591878704
4079,OTU_229452,17,36.81156426562775
6801,OTU_268063,18,36.91695892731432
5823,OTU_320249,16,39.569463048990904
5982,OTU_1902400,16,40.45096822918808
5744,120min glucose,18,31.069522678430346
2958,OTU_346804,18,34.36858791003634
3818,OTU_309916,17,25.319998714100546
6532,OTU_270200,14,37.39903250019355
6622,OTU_262104,15,40.20416565374776
6530,OTU_261132,11,25.163946547537208
6889,OTU_191616,20,32.037810189792424
6050,OTU_309916,17,29.789532824130376
5691,OTU_230268,17,33.97965518313823
6053,OTU_261132,18,28.016923434584285
6465,OTU_174320,19,49.861403637642105
7222,OTU_259993,16,28.326224209264662
7045,OTU_309916,18,31.685238528241612
5437,OTU_297143,18,35.03721883122041
6512,OTU_269037,18,30.255400875391825
7000,OTU_176154,15,25.67015957468744
6393,OTU_203713,13,24.22728240164567
6433,OTU_179703,15,27.189868776822994
3114,OTU_179703,18,35.246049981150634
6487,OTU_187233,22,35.66049452783206
5788,120min glucose,15,30.257118862240343
3093,OTU_203713,19,43.28148914041201
3193,OTU_198194,15,31.048160337254767
7066,OTU_185222,24,52.89539327663908
7225,OTU_261590,17,27.56267076147108
7201,OTU_188225,15,34.53666934172353
6208,OTU_230268,18,31.777700020922556
5287,OTU_182712,19,40.98627264361555
4937,OTU_320249,17,27.04490043410321
5843,OTU_191811,17,30.509389380829
6926,OTU_197099,18,41.9430739649542
5140,OTU_4448052,19,42.93364301934739
7190,OTU_261142,14,37.71572057524747
7522,OTU_182712,18,38.84872170446664
7127,OTU_549756,16,26.349236800737348
5781,OTU_191811,18,42.453741450938324
4974,OTU_4448052,18,49.73449055502473
6141,OTU_268063,17,35.782625717379915
6623,OTU_187962,9,71.97024446142115
5273,OTU_262104,19,36.29385803918968
4718,OTU_196191,15,57.99170022959507
5618,OTU_460611,21,40.02947999390346
3076,OTU_185222,16,37.59380763416304
5772,OTU_180362,15,33.10746681633579
5236,OTU_182764,16,42.0904943407266
4198,OTU_272758,19,36.52635814907491
6968,OTU_270200,13,42.53186572199735
6085,fasting insulin,19,33.617413148041955
7481,fasting leptin,18,30.627407014062292
2676,OTU_324013,13,28.240369391343602
4895,OTU_331013,15,31.40213413177809
3695,OTU_272889,16,28.218787748532083
6112,OTU_188225,17,31.6403031879728
2794,OTU_344703,19,42.235958650314636
5551,OTU_272092,17,32.975693872093125
6404,OTU_269037,17,27.261953580512607
6830,OTU_272092,20,40.7122632226735
5746,120min glucose,20,41.95512936776542
5289,fed glucose,19,35.18804122356766
5011,OTU_259993,17,37.99261765066728
6306,OTU_266946,15,32.93795468663891
3113,OTU_268063,16,32.46577102756878
6394,OTU_272889,17,33.60842310853924
4752,OTU_261016,17,36.31509042194703
7064,OTU_259993,14,25.583849078848754
5058,OTU_266946,15,26.228052203662994
5702,OTU_166911,17,26.93580260240949
6884,OTU_265011,16,23.968232680599208
6642,OTU_346804,16,36.31996926131949
4919,OTU_259993,20,52.85422656081912
5921,OTU_182712,20,34.26451107554038
7307,OTU_344703,18,38.08752712208886
5786,OTU_273737,17,40.22324264397202
6083,OTU_180362,19,30.83378197023709
5324,Body weight,13,28.516174845106725
5844,OTU_297143,14,29.317837663955096
3554,fasting leptin,13,25.90454751217136
5260,120min glucose,15,20.523655566999224
6469,OTU_288680,16,26.287001203642593
5335,OTU_198209,16,35.935257026292845
6294,OTU_261132,14,25.486536786514417
5219,OTU_1995182,15,28.267869863444382
5861,OTU_309916,13,32.11326369365071
5264,OTU_297143,18,29.642227135609488
6522,OTU_270200,17,33.4176176730047
5533,OTU_203713,19,50.52357452040791
6909,OTU_187233,17,30.474436890340804
6501,OTU_349246,17,30.99116006542478
6107,OTU_179703,14,31.70133734084974
5809,OTU_288680,19,28.30383914465032
5728,OTU_309916,21,51.95616461697351
4459,OTU_259993,18,32.862171209871796
3339,OTU_4468805,16,33.198258993349924
6434,OTU_261132,16,26.186845857960396
5262,OTU_261590,23,50.35857136503334
6264,OTU_191811,17,33.46598996959579
6564,OTU_170950,20,36.24069597354003
7242,GTT-AUC,17,37.51446771586988
5151,OTU_261132,17,42.890888650393386
5607,OTU_198209,21,26.263082867757543
3298,OTU_346804,16,30.8716962831817
6529,OTU_265011,14,34.37259221387639
3778,fasting leptin,15,32.83284398636566
5237,OTU_324888,19,45.55526782607398
6290,OTU_182712,17,21.924355831730008
5027,OTU_262104,18,40.78061921893143
5832,OTU_206324,16,31.591775809418888
4156,OTU_176154,17,63.34150540149007
2854,OTU_261132,22,23.468904328385772
2617,OTU_259993,16,39.98986812666856
5751,OTU_187233,17,37.905586929983215
6805,OTU_266946,14,32.85758438738986
5166,OTU_198209,14,35.37698996651787
4798,OTU_193064,15,29.95874908395772
3897,OTU_1129461,15,30.721056940135867
6372,OTU_229452,20,34.50735864265111
5624,OTU_297143,15,27.27903012437774
3334,OTU_191274,14,25.732301251380196
7183,OTU_193064,19,47.652250361618286
5758,OTU_259506,18,39.9998298571054
2813,OTU_259993,19,44.15976753355887
6415,OTU_273737,19,38.92195417484664
4751,OTU_272092,17,32.214551017475365
6116,OTU_4468805,15,32.91207782180206
4973,OTU_261132,19,27.370916588260528
2618,OTU_191616,16,41.50979308969531
6205,OTU_188225,17,29.842823623744675
3837,OTU_179703,12,25.62024194272646
5234,OTU_261016,12,45.803504206521524
6527,OTU_265011,18,46.41492707490708
3974,OTU_170950,17,31.224050579623334
7121,OTU_1129461,15,27.50911697652343
5776,OTU_188225,16,29.98126406090433
7243,OTU_1129461,17,28.409423934376157
5727,OTU_194151,16,29.51098412251663
3077,OTU_166911,20,28.996747600439683
5276,OTU_191274,20,46.50059263434165
6850,fed glucose,18,31.091311829513494
6581,OTU_261590,19,29.35024951155993
7122,OTU_266946,16,29.570286333370237
5774,OTU_309916,18,39.905455981926664
6521,OTU_344703,18,28.552525613174755
6688,OTU_297143,17,30.068736465445966
5050,OTU_193672,18,66.88567302198292
5179,OTU_196191,13,28.881237679302693
7109,OTU_194151,17,37.96215628031544
7042,OTU_182712,16,27.012460623636144
5532,OTU_198209,17,45.316619360867826
7360,OTU_193064,20,36.9212055140609
6153,OTU_631764,18,43.51715356915132
5915,OTU_1995182,20,34.031241044443384
6008,OTU_194151,17,32.34884894397279
6062,OTU_349246,18,30.502686898173867
5177,OTU_265011,15,26.513951365398754
3535,OTU_191811,13,25.699449125006407
5636,OTU_134762,13,31.724632644617152
6089,OTU_197099,14,31.808736762036546
7523,OTU_264155,14,32.38205170302693
5808,OTU_264155,19,49.312344500709436
7228,OTU_182712,17,35.13657242740062
7342,OTU_176154,22,32.83876288400282
5614,GTT-AUC,16,31.303543897622852
4917,OTU_4468805,18,41.2850935496162
6291,OTU_166911,16,25.978345797688707
5055,OTU_206324,19,42.226405486797255
4717,OTU_191616,19,36.83797747793292
5795,OTU_1129461,17,32.13868663274877
5037,OTU_185177,16,34.27336194936817
5685,fed glucose,16,32.283268715998545
5413,OTU_264734,15,24.06063435704303
5222,OTU_324013,17,27.944372350216035
7800,OTU_187233,17,26.858237921648207
5760,OTU_193672,20,29.53336227905227
5150,OTU_174320,17,27.664171048290967
6427,OTU_187962,14,41.62550606795928
6471,OTU_182764,20,39.14864646447464
6204,HOMA-IR,16,35.39009024968884
5506,OTU_269037,17,30.30418952053641
2717,OTU_269037,14,23.17306354689697
3115,OTU_1902400,17,30.074092469315566
6187,OTU_229452,19,32.74046207204106
6785,OTU_261590,14,25.567133047241875
5438,OTU_182764,12,39.1267632049753
5709,OTU_174320,16,33.977663965820874
7483,OTU_261142,14,33.35049527356032
5056,OTU_349246,17,26.35494113815321
6108,OTU_259506,17,35.248101411010325
6269,OTU_176154,18,33.14776441881707
5855,OTU_4468805,16,40.01907732102785
5606,OTU_324888,18,37.123842008375334
3199,OTU_198194,17,37.5569369619478
3798,OTU_309916,19,38.51972226376084
5865,OTU_4448052,15,31.242083883312397
6324,OTU_264225,16,33.68901661142078
2976,OTU_270200,19,30.35574618760041
5918,OTU_460611,18,33.10702697479753
5975,OTU_176154,16,31.97401435358191
4075,HOMA-IR,16,35.79902037377978
6063,OTU_191067,17,38.75955009476555
3299,OTU_1129461,16,31.93787333667365
4253,OTU_179703,14,25.86468187491206
6111,OTU_264155,15,32.512955342171864
6900,OTU_180362,17,36.93763202741533
5663,OTU_4448052,21,46.01951307014164
6064,OTU_182712,14,33.52247525436378
7304,fed glucose,17,22.444341122227097
5711,OTU_182764,14,34.39091363282847
5006,OTU_272758,19,33.89889702946979
6669,OTU_203713,13,27.112996844568585
2818,OTU_273737,17,48.577409400025594
6927,OTU_549756,20,34.8785381125321
5490,OTU_268063,14,27.097482574222713
5330,OTU_264734,20,35.285932783097635
4975,OTU_268063,20,36.17954762074818
5888,OTU_179703,15,40.172582091970696
7308,OTU_166911,17,37.23519612893357
7041,OTU_261132,17,37.82357534174004
5550,HOMA-IR,15,26.31434296961944
6235,OTU_272889,17,31.23789829569884
5204,OTU_4448052,13,27.834906606553936
7070,OTU_180362,21,40.14215393309825
5828,fasting glucose from HOMA serum,16,38.59140843098755
2572,OTU_631764,17,33.74163934900744
5565,OTU_1995182,19,30.07449691541762
5049,OTU_273737,14,35.109688105638114
3977,OTU_4345268,18,35.36722341912126
5842,OTU_264225,15,31.41212415035943
6081,OTU_270200,18,41.900206145433486
4190,OTU_229452,16,30.361678944811942
5235,OTU_264846,15,29.067992274423148
5554,OTU_272092,14,24.762748129717618
5496,OTU_185177,20,46.48254965708537
4754,OTU_265011,16,39.16936275158598
5233,OTU_539647,15,36.924167466520416
7782,OTU_320249,18,33.994421030577996
5392,OTU_261016,18,33.134203815943934
5163,OTU_262104,18,46.54098963872961
3194,OTU_179703,20,36.7431869515074
4874,OTU_198194,16,35.11639393973763
4799,OTU_266946,15,28.013430645162668
5870,OTU_191811,13,27.814167450010096
4599,OTU_445144,19,40.789798130576074
6236,OTU_265011,16,28.790281553484895
3559,OTU_187962,15,33.91894344905187
5764,OTU_262104,16,36.3619646488118
6613,OTU_272889,17,30.734976318932144
6253,OTU_549756,19,32.6653599713877
5817,OTU_261016,17,36.65170156049312
5572,OTU_324888,13,22.483363651984938
3678,OTU_230268,13,25.653792300339617
6761,OTU_170950,19,42.29239247880896
5008,HOMA-IR,18,25.385551264518767
3092,OTU_1995182,14,26.608894695775504
5787,OTU_309916,18,26.079930469277976
6944,OTU_460611,17,51.21675809570554
2633,OTU_288680,14,30.74603451460969
7580,OTU_166911,16,31.165109602300006
5174,OTU_187962,18,33.02106774230986
5743,OTU_170950,17,35.94238813645935
6352,OTU_179703,15,31.063072395029916
5945,OTU_4448052,15,30.13997991172916
6034,OTU_320249,16,25.347054459987906
6013,OTU_4468805,15,28.156678916049625
6198,OTU_1995182,15,38.279354274323374
5586,OTU_4448052,16,38.75441376499395
4178,OTU_198209,21,37.274184973380116
6430,OTU_185222,19,40.086991765781406
6585,OTU_539647,13,24.447619265517062
5216,OTU_297143,23,40.4370400793972
5371,OTU_272758,16,44.812163577414445
7441,OTU_196191,16,28.6631842893384
7142,OTU_134762,20,47.6747793457547
5456,OTU_187962,16,32.23167602503126
